Date-time,delT,wE1,wE2,wE3,wE4,wE5,ISP.0090.0003C,ISS.0007.0001E,ISS.0012.0012W,ISS.0024.0009E,ISS.0048.0013E,ISS.0053.0002C
1622851200,0,-0.09879045933485,0.981599152088165,-0.030699601396918,-0.657448053359985,0.506972432136536,1,0,0,0,0,0
1622851200,0,-0.481900006532669,0.376160472631454,0.199687048792839,-0.183086633682251,0.258654057979584,1,0,0,0,0,0
1622851200,0,0.097761936485767,0.991949379444122,0.011068884283304,-0.951436221599579,0.494548708200455,1,0,0,0,0,0
1622851200,0,-0.278475284576416,0.178203493356705,0.214942544698715,-0.211475431919098,0.187667325139046,1,0,0,0,0,0
1622851201,1,-0.024669494479895,0.217460498213768,0.212990134954453,-0.010711331851781,0.089435882866383,0,1,0,0,0,0
1622851201,0,0.33273059129715,1.23964059352875,0.318183869123459,0.063166722655296,0.293513000011444,1,0,0,0,0,0
1622851201,0,0.198634073138237,1.10505223274231,0.264180153608322,-0.729723453521729,0.150705263018608,1,0,0,0,0,0
1622851201,0,-0.381103128194809,2.03964614868164,-0.610823512077332,0.138223007321358,0.689778208732605,1,0,0,0,0,0
1622851201,0,0.043509379029274,0.290883421897888,0.074438907206059,0.030425723642111,0.166451364755631,0,1,0,0,0,0
1622851201,0,-0.502997815608978,0.422883838415146,0.262004345655441,-0.308954954147339,0.222903043031692,1,0,0,0,0,0
1622851202,1,-0.032534651458263,1.05340647697449,0.331705689430237,-0.555000841617584,0.300146877765656,1,0,0,0,0,0
1622851202,0,-0.489761054515839,0.30583393573761,0.301692754030228,-0.105607211589813,0.241988658905029,1,0,0,0,0,0
1622851202,0,0.02857549674809,0.161343783140183,0.090119384229183,-0.037572409957647,0.057216748595238,0,1,0,0,0,0
1622851202,0,-0.015436952002347,0.864321768283844,0.153549343347549,-0.783907234668732,0.379639267921448,1,0,0,0,0,0
1622851202,0,-0.021436473354697,0.947815537452698,0.283326983451843,-0.569787383079529,0.209971562027931,1,0,0,0,0,0
1622851202,0,-0.4888656437397,0.443166702985764,0.215940102934837,-0.297213226556778,0.037146218121052,1,0,0,0,0,0
1622851202,0,-0.015738599002361,1.0395200252533,0.027480972930789,-0.880810260772705,0.622313678264618,1,0,0,0,0,0
1622851202,0,-0.425190359354019,0.252787321805954,0.250446021556854,-0.255304127931595,0.167782962322235,1,0,0,0,0,0
1622851202,0,-0.472013026475906,0.284064412117004,0.309235364198685,-0.265727519989014,0.172021776437759,1,0,0,0,0,0
1622851203,1,0.101083822548389,1.09279930591583,0.428360909223557,0.042640801519156,0.175731867551804,1,0,0,0,0,0
1622851203,0,-0.322927385568619,2.83748698234558,-1.69678676128387,-0.908553242683411,1.39387309551239,1,0,0,0,0,0
1622851203,0,0.094495192170143,1.1977926492691,0.511033594608307,0.07931424677372,0.371525943279266,1,0,0,0,0,0
1622851203,0,0.092285498976708,0.938921332359314,0.004934355150908,-1.0229743719101,0.438968628644943,1,0,0,0,0,0
1622851203,0,-0.43784636259079,0.305654406547546,0.30517914891243,-0.182904422283173,0.249440863728523,1,0,0,0,0,0
1622851204,1,0.10684472322464,0.882647812366486,-0.054922424256802,-0.747744500637054,0.452873945236206,1,0,0,0,0,0
1622851204,0,-0.420999467372894,0.285625606775284,0.32199227809906,-0.272057592868805,0.183797284960747,1,0,0,0,0,0
1622851204,0,0.082760192453861,1.00784039497375,0.279651522636414,-0.379308104515076,0.271633505821228,1,0,0,0,0,0
1622851204,0,-0.441351294517517,0.381240457296371,0.199097737669945,-0.299459457397461,0.215706914663315,1,0,0,0,0,0
1622851204,0,0.037907786667347,0.995061099529266,0.192992061376572,-0.904509782791138,0.477972894906998,1,0,0,0,0,0
1622851204,0,-0.411038190126419,0.255635112524033,0.211135759949684,-0.262444615364075,0.131799012422562,1,0,0,0,0,0
1622851204,0,-0.044643897563219,0.938489496707916,0.237481087446213,-1.03498494625092,0.487266480922699,1,0,0,0,0,0
1622851204,0,-0.47564759850502,0.29859271645546,0.26955509185791,-0.066617548465729,0.323603361845016,1,0,0,0,0,0
1622851205,1,0.046171028167009,0.878325641155243,0.189691141247749,-0.877207100391388,0.516549527645111,1,0,0,0,0,0
1622851205,0,0.020521856844425,1.13271903991699,0.446622461080551,0.006954988930374,0.245019406080246,1,0,0,0,0,0
